Series Number,Filename,Name,Description,Gender,Attributes,UUID,Sha256
312,chiamaka-the -bully,chiamaka the bully,Chiamaka hates people in her business and likes to scare the kids on the block,Female,Hair: Pink. Eyes: brown. Teeth: none. Clothing: multi-colored ankara. Accessories: Smoking pipe. Expression: strong. Strength: None . Weakness: None.,587658ca-5ace-11ed-9b6a-0242ac120002,a561436129148f9961c573f69667a671f477fc02f76adfd959ed327a993cd3d5
313,gift-the-fashionista,gift the fashionista,Gift has always been bold and that spreads to her fashion sense too.,Female,Hair: brown . Eyes: brown . Teeth :none . Clothing: multi-colored ankara. Accessories: None. Expression: Witty. Strength: None . Weakness: None.,58765adc-5ace-11ed-9b6a-0242ac120002,aa70c251aa45dfd9752b6667aa787cf1b55542ea0cdeea46048391734b5a2c8d
314,omoyene-the-weirdo,omoyene the weirdo,Omoyene likes to murmur to herself and talks about seeing ghosts,Female,Hair: Brown. Eyes: brown. Teeth: None. Clothing: Yellow ankara. Accessories: None. Expression: Calm. Strength: None. Weakness: None.,58765bea-5ace-11ed-9b6a-0242ac120002,cd97575e58cdf786efc1601d7c9a3983905fb3660438acad674d0f38c4aff9ed
315,maria-the -freshface,maria the freshface,Maria likes to believe the world is sunshine and rainbows while blowing gum,Female,"Hair: Pink. Eyes: Brown eyes. Teeth: white teeth. Clothing:Yellow, greem and red ankara . Accessories: None. Expression: Furious . Strength: None . Weakness: None.",58765d02-5ace-11ed-9b6a-0242ac120002,302720f3c125dfb9ba153f2be48fd44ec6183ffae8897123016aeadbd624a83d
316,monica-the -smoker,monica the smoker,Monica is never found without a pipe and loves to interject in every conversation,Female,Hair: Grey . Eyes: Covered eyes. Teeth: None. Clothing: Black ankara with bright designs. Accessories: Yellow glasses. Expression: Hip . Strength: None . Weakness: None.,58765e24-5ace-11ed-9b6a-0242ac120002,eb0fcacf673a41d34359b904402cd94644956d0c89e64148d76c4c78526e5c47
317,Janet -is always -found singing ,janet the singer,Janet is always found singing in whatever activity she’s doing,Female,Hair: Purple . Eyes: Covered eyes. Teeth: None. Clothing: Yellow and blue ankara. Accessories: Yellow glasses. Expression: Cool. Strength: None . Weakness: None.,cef902bc-5afc-11ed-9b6a-0242ac120002,e4c923f20fd0fed5035686fbab624edff2f4fb6b9a28032d9447d560a51de0b8
318,Emi-the-reggae-girl,emi the reggae girl,EMi is a beautiful dancer,Female,Hair:Pink braids . Eyes: Covered eyes . Teeth: None. Clothing: Multicolored ankara. Accessories: Yellow glasses. Expression: happy. Strength: None . Weakness: None.,cef9060e-5afc-11ed-9b6a-0242ac120002,765dfd67fc522b64e3329bae74f16a8dadd8354a3a2d15e9d2a05d30b9166a6a
319,Aisha-love-the-life-of-the-party,Aisha love the life of the party,Aisha always party during the weekend,Female,Hair: Red . Eyes: Covered eyes. Teeth: None. Clothing: Wolf-skin ankara. Accessories: Yellow glasses. Expression: hip. Strength: None . Weakness: None.,cef907a8-5afc-11ed-9b6a-0242ac120002,57522d3b21f8f3767b788722cccbd4f3d4d64b073ffbc613e54b3f0c0300c4dd
320,Amaka-the-tailor,Amaka the tailor,She sews the most beautiful dress in the hood,Female,Hair:Grey. Eyes: Covered eyes . Teeth: None. Clothing: Black dress. Accessories: Yellow glasses. Expression: happy. Strength: None . Weakness: None.,cef9091a-5afc-11ed-9b6a-0242ac120002,1fa6be0433b8cb114d4a9b8c11b0d6cafe6d492c7fe09dab9ce25615dde03747
,,,,,,,15ad9df960d1e5af605b97adb517e9406bb82138bc2cdd7e7aaae975febc522b
TEAM SANDPAPER,,,,,,,afffc78f4d76607700a8ee3567fdb7c2e5cab33a58a5624596bf4913b059597e
321,Omunyinyi-the-stoic,omunyinyi the stoic,omunyinyi wears a Kitenge coat,male,Hair: bald Eyes: tearyTeeth: noneSkin: brownskinClothing: checked ankara Accessories: None Expression: Teary Strength: powerful Weakness: self-loathing,c2d6a3ac-1d4d-4268-ba7f-4f0f8f50c1ab,82ee92d976c9119630a78e3dbd2f063133649d860fc3202134315fa0337e59ca
322,Kamau-the-sleeper,kamau the sleeper,closed eyes meditating,male,Hair: Blad Eyes: closed Teeth:  noneSkin: brownskin Clothing: black ankara Accessories: none Expression: flat Strength: open to suggestion Weakness: always sleepy,20330f5c-40c2-4f6a-b9d8-d1d04fb97daf,422a0c5de5c0e6be1f53d137d0deff8b5e7ddb3fadb7d1309223a16da0f9882c
323,Mutiso-the-lastborn,mutiso the lastborn,masked up mutiso dozing off,male,Hair:bald Eyes: closed Teeth: none Skin: brownskin Clothing: yellow ankara Accessories: none  Expression: tired Strength: consistency weakness: pessismist,0706c338-42eb-4d26-84ea-c24b39628200,bf18851bfda32ce8ab73a1829dc806e6789c338566784b8f98c19acabe663ae6
324,Omondi-the-vegeterian,omondi the vegeterian,omondi wears a green coat,male,Hair:bald Eyes: sharp eyed Teeth: none Skin: brownskin Clothing: green ankara Accessories: none Expression: alert Strength: leader Weakness: anxious,bfb5e8d5-d7a7-4aa8-85e8-d7d9afd4adb3,f9dda42dc80192f2f4a0a3482c921aa70f1b72c5c35fc501f30419979af1b138
325,Barasa-the-optimist,barasa the optimist,looks up to the sky and makes a wish,male,Hair: bald Eyes: blue Teeth: none Skin: dark skin Clothing: brown ankara Accessories:none Expression: awake Strength: strong willed Weakness: immoral,2da4bef4-38cc-4414-99ad-7361fac04b2b,82633949e7d8310242844f1fe36f5879e00ec769a10c39b99c7ac4aa82cf33cb
326,Mwembu-the-elder,mwembu the elder,"old but not so old, with yellow his favorite color",male,Hair: bald Eyes: black Teeth: none Skin: dark skin Clothing: dark ankara Accessories: none  Expression: plain Strength: fulfilled Weakness: angry,36181230-6ac9-417f-af5c-23bdd2c25ecb,66f83f5feac19f4495cdfe10974253dbb75625e93286623e5685653fd299d26e
327,Mbogi-the-fighter,mbogi the fighter,masked up mbogi after capture,male,Hair: baldEyes:  blackTeeth: noneSkin: darkskin Clothing: onesideankara Accessories: noneExpression: willfull Strength: fighter  Weakness: rebellious,3a7bc3c4-1463-42ce-84c9-07337da64435,97d23b9766d65467082f19d1faf9d12bc30d78437f27743bcb7f0019f31d5970
328,Mrosho-the-runner,mrosho the runner,masked up mrosho,male,Hair: bald Eyes: sea blue Teeth: none Skin: darkskin Clothing: purple ankara Accessories: none Expression: alert  Strength: visionary  Weakness: destructive,b2ca2c76-3b6d-43f1-8cc9-089b6ab83876,471dd655de3cc45b68c6b04e3f5853a7f716133c4dc2ad4dfe5421b7c3855ce4
329,Milele-the-african,milele the african,milele with a nice african print in orange,male,Hair: bald Eyes: blue Teeth: none Skin: dark skin Clothing: orange ankara Accessories: none Expression: timid Strength: leader Weakness: failure,644b0259-d75c-456d-934c-ce7c052bad3a,127758e9e2740cc417877026d598ddeb403ca3fd326e1ebc6c247be3b45f2c38
330,Olebon-the-oloibon,olebon the oloibon,olebon in customized buba sokoto,male,Hair: bald Eyes: closed Teeth: none Skin: darkskin Clothing: animal print Accessories: none Expression: surprised Strength: empathy   Weakness: Easily bored,de261efe-731d-461e-b2e4-42edd2f48f72,b3e6399d192dd739ac64b443d01355c49ab01ae27e41de303d404032075b790d
331,Chifu-the-maasai,chifu the maasai,clothing inspired by maasai shuka,male,Hair: bald Eyes: closed Teeth: none Skin: none Clothing: ankara shirt Accessories: none Expression: visionary Strength:  authentic Weakness: selfish,239933c4-7177-4b5b-86e8-e6f952301344,edce82e5cb3106f8129974d2cfa73e44e773e1184610fac423c1c7d93815c090
332,Mwangaa-the-voice,mwangaa the voice,mwangaa the chief,male,Hair:  bald Eyes: blue Teeth: none Skin: darkskin Clothing: white lined ankara Accessories: none Expression: kindness Strength:  brave Weakness: impatient,49179b62-812d-4d0f-b518-4af7fa79f8bc,825908b5999adb9ea078433dd5a70c0f7fbdce90da4f96dd48dc1e2239c1b40d
333,Waforte-the-first,waforte the first,masked up man who does sleep a lot,male,Hair: bald Eyes: closedTeeth:none Skin: darkskin Clothing: jean ankara Accessories: none Expression: shy Strength:  Weakness: selfish,871912a8-d96e-4594-b7b3-450d94ee6924,a99ac4395c69f4eb472dfc05faed5a7a552aa6ca85724124862564f9f3217229
334,Kariuki-the-prayerful-one,kariuki the prayerful one,kariuki closes his eyes,male,Hair: bald Eyes: closed eyes Teeth: Skin: Clothing: Accessories: Expression: bored Strength: intelligent  Weakness: passive,6a5b6fa6-0f91-4b01-957f-c766945eb704,59a8ece5ad6680d3cf127ad88e4267029b34d492addbe544f9b1d65d82cfdcc2
335,Kenyanese-the-priest,kenyanese the priest,masked up man with with white cloth,male,Hair: bald Eyes: white Teeth: none Skin: darkskin Clothing: white jean shirt Accessories: none Expression: calculative Strength: kind Weakness: takes things personally,0706c338-42eb-4d26-84ea-c24b39628200,c2c129c71a34daf5c5a94e521cb3193e3eeb54da8d8b8d5ce09ac82b0b73f817
336,Nyimbo-the-singer,nyimbo the singer,glasses and a pot for the night,female,Hair:dreadlocks Eyes: glassed up Teeth:none Skin: brownskin Clothing: off shoulder ankara Accessories: a pot Expression: free spirited Strength: fair Weakness: impatient,d05af807-b3e9-4ad3-8df1-b7864d2daa33,937d0e20755fa9b5c3f4c25f20f7ff0021c2fb7ad41c4f0f3c8df4f6ccffc077
337,maathai-the-nobel-winner,maathai the nobel winner,mathaai the warrior,female,Hair: pink afro Eyes: glassed up Teeth: none Skin: brownskin Clothing: colored ankara Accessories: noneExpression: strict Strength: leadership  Weakness:short sighted,0871cb8c-8d56-445d-92c7-01793f327707,8c75563d4d275894d73ff7699693a37630b550758cbf8f553bd01b67d3471dec
338,Tish-the-angry-one,tish the angry one,angry tish with specs on,female,Hair: black huge afro Eyes:  none Teeth: broken teeth Skin: brownskin Clothing: offshoulder ankara Accessories: none Expression: disgusted Strength: blunt Weakness:greedy,750a89dc-44ff-43bf-8211-b7776f1b5e52,19b8159a5bd483b5d80db7685f0b4f7f5a935f28bcf3e55fae344a6cd3f60dd2
339,Wamenza-the-winner,wamenza the winner,wamenza the leader,female,Hair: laid back Eyes: none Teeth: none Skin: brownskin Clothing: offshoulder ankara Accessories: noneExpression: meditative Strength: strict Weakness: impulsive,7348c9ed-4ac9-4785-9434-0a1f0dcaf8d8,2f792ca56ad7193fd6c943b9dd7ab31761f4733cd3cfff69e6013aeafb79f709
340,Isaya-the-track-king,isaya the track king,isaya the traveller,male,Hair: none Eyes: glassed up Teeth: none Skin: brown skin Clothing: bright ankara Accessories: none Expression: taken aback Strength: straight forward Weakness: selfish,41781a16-d2b8-4fc6-a1f4-b9fffc5c95ba,9097471023d075093cedb19f199124770cc7d90dd51bba2afdf1f82c0d8f5dba
,,,,,,,d5a58dd0e63b7727f6bb298b85737c2dec8adf0e2ef49904daa2379832bb8a35
TEAM RULER,,,,,,,a9a3f6981ee5060f8711b8f4c41c1647285074a8a27edcb33a4f6f411444cce1
341,mansur-the-partyrider,mansur the partyrider,Mansur is the life of a party and never caught dulling.,male,"Hair: none, Eyes: ash grey, Teeth: none,. Clothing: agbda, Accessories: studs, Expression:happy, Strength: intelligent, Weakness: red whine",78db0f29-3936-4d9c-bb90-3dbf20dba2dd,f7b88c918e8622bf6387218aa74a967643f4a497827734abc3b48dfdecfcc704
342,tola-the-businessman,tola the businessman,Tola loves business and owns several shops in idumota,female,"Hair: none, Eyes: midnightblack, Teeth: none,. Clothing: purple blowse, Accessories: mask, Expression:furious, Strength: powerful, Weakness: love",1c5d5a6b-cf04-4bf9-978e-22a7e9bc5819,b67012228307a673ed9b0f5ce8145d8d1ad2677f833b20fc86f435276db466d9
343,abdullahi-the-honorable,abdullahi the honorable,"Popularly called ""buje budanu"" a godfather who lavishes money on young thugs",male,"Hair: none, Eyes: blue-blackish, Teeth: none,. Clothing: yoruba attire, Accessories: none, Expression:anxious, Strength: foreseer, Weakness:indecision",dd708276-445f-4483-8357-fc08e999328f,64a68b1cc1647fdb6d61742b39ffdfcd32f484e3ee2596e4528239d8e2ccbc85
344,ojukwu-the-badguy,ojukwu the badguy,Ojukwu likes to oppress and cause trouble,male," Hair: bald, Eyes: eagle eyeball, Teeth: none,. Clothing: yellow lining blowse, Accessories: none, Expression: none, Strength: good eyes for fashion, Weakness: lack will power",76c1eabf-15ea-446a-8426-472982c4d800,f7283c1ad0b972cab6432ed7ce19712180260bb9d9ade3ca484e658efa879b03
345,odunsi-the-egbonadugbo,odunsi the egbonadugbo,Odunsi loves to advise and people in the community rely on him,male," Hair: none, Eyes: dark brown, Teeth: none, Clothing: one shoulder gown, Accessories: none, Expression: none, Strength: elegant, Weakness: easily depressed",2912ab8b-5875-4277-a5c2-a0209aee90ae,4b7f2c09331bb3fa04b60b5cfc5c7b4d81b6ca4ad683523d0df57220221ff7c5
346,ogogo-the-sugardaddy,ogogo the sugardaddy,A rich oil magnate who loves to 'solve' young women's problems with his millions,male," Hair: none, Eyes: cat eyes, Teeth: none, Clothing: purple danshiki, Accessories:nose mask, Expression: straight face, Strength: brave , Weakness: too selfless",aa575f30-04ad-45f9-a798-199465117793,b1402a538a0b799657c09816a63374306e910232b640ac517b996cd2003e7a30
347,suli-the-amalaseller,suli the amalaseller,"Suli sells amala , she is very rude, and they say thats the secret to her sweet food",female," Hair: low punk, Eyes: cat eyes, Teeth: none, Clothing:brown babarigai, Accessories:none, Expression: furious, Strength: wealthy, Weakness: too emotional",46fd4821-04dd-4f65-9290-c130a00c4c93,3f42fcb77cc2a7462e2e629edcbb74d3edd2c3583ec5b3bf1afdbd1ce09cbea0
348,dolapo-the-afrocentric,dolapo the afrocentric,Dolapo loves african prints and loves to showcase culture,female,"Hair:bald, Eyes: brown, Teeth: none, Clothing: one sided blowse, Accessories: nose mask, Expression: none, Strength: beautiful, Weakness: forgetful",cbab232b-5c62-4df8-867b-018a2e496cd4,c08962950186c939686003a8f785427cf057ff99fc24a842abee1f1b659be357
349,danjuma-the-saddist,danjuma-the-saddist,Danjuma is a grumpy man no one likes to associate with him,male,"Hair: none, Eyes: sky blue, Teeth: none, Clothing:purple agbada, Accessories: neck beads, Expression: excited, Strength: outspoken, Weakness: boring",5a42af57-186e-425b-b6b1-f72bda4911ef,5187b300432acd3411577fa0129d25f654b338f389b7fd3f70d23f864910b132
350,chinedu-the-farmer,chinedu the farmer,An hardworking farmer who has 6 boys who help out on the farm,male,"Hair: none, Eyes: black, Teeth: brown, Clothing: one sided gown, Accessories: none, Expression: blushy, Strength: easily loved, Weakness: get angry easily",9e8a55d7-0d8d-465d-a628-08ddd387a2c6,535b473ec5c2c36a4f7d9834cd93d29bb35101c80e88da7e7bcbc59cf0d9704d
351,kola-the-baldguy,kola the baldguy,kola girls fall for his bald head and always barb it,male,"Hair: low cut, Eyes: mouse eyes, Teeth: none, Clothing: gbariye style, Accessories: nose mask, Expression: unhappy, Strength: good eyes for details, Weakness: sluggish",c32f1757-da9c-49e8-bd79-510a42b6971a,1d7ea70f6086222d482b6a2a92ef264255131802d1e385b0de2a27732f6d69ee
352,bola-the-bosslady,bola the bosslady,Bola commands boys and chill with men,female,"Hair: low cut, Eyes: brown, Teeth: none, Clothing: short orange gown, Accessories: nose mask, Expression: none, Strength: industrious, weaknes:spend lavishly",09ff910d-a2be-49d5-8b27-b9378458701c,f012b5ab7793775909b94fe2441403de7624d9d97f77334b7cf29b1840cb0d31
353,kunle-the-alienguy,kunle the alienguy,People feared kunle because of his alien's colour,male,"Hair: green punk, Eyes: green, Teeth: none, Clothing: purple agbada, Accessories: purple beads, Expression: unbothered, Strength: very energetic, weaknes:eaaily give in",dea2f5d8-e3ba-4d3f-9a17-0a7edfd0c100,32d1a83756165a3fab4f6868a34e175f5e96d4dfc799ec63be1f0b1b632330ee
354,segun-the-sharp,segun the sharp,Segun drives with caution and people love him for that,male,"Hair: green punk, Eyes: black , Teeth: none, Clothing: orange buba, Accessories: nose mask, Expression: bitchy, Strength: team player, weaknes: none",f9159a9c-f48d-4aee-bcc1-63c86209f806,7d07965de83dfe4b33929e88a5d9179ed596ee5171b910cb05151f8dfa9b0c37
355,ola-the-hardguy,ola the hardguy,Ola is feared by many and he leveraged on that,male,"Hair: none, Eyes: closed eyes, Teeth: none, Clothing: purple buba, Accessories: none, Expression: sick, Strength: quick recovery power, weaknes: get ill frequently",a814fc77-bdfa-4e50-8ba8-3e4e4bcfb3c0,fed5a609c03948fa672a33c02ac1e27cee466f2f73c4e0b85028fe7ab6e1789c
356,emeka-the-chief,emeka the chief,Crowd are always at Emeka's house and people respect him,male,"Hair: none, Eyes: closed eyes, Teeth: none, Clothing: pakaja attire, Accessories: none, Expression: bossing, Strength: easily comman respect, weaknes: not a ladies man",195e89c8-0b6f-43ad-9a2c-d20f03439e96,25fa163185514b6cade1ead8e6716d54d383c3cc2e38d1cb8920d8ddccbd4fb7
357,ugochukwu-the-celeb,ugochukwu the celeb,Ugochukwu has many followers on social media,male,"Hair: white blode, Eyes: closed eyes, Teeth: closed teeth, Clothing: black gown, Accessories: gold shades, Expression: bitchy, Strength: enterprising, weaknes: too emotional",74775cda-cff4-4d21-8819-693127598eca,2abd39c0dc33d03195044df01f6ffd4ea17036588fbf465a39d66eeeb09d8564
358,adekunle-the-yorubademon,adekunle the yoruba demon,A womans' man with no devotion to any of them,male,"Hair: gobi cap, Eyes: closed eyes, Teeth: closed teeth, Clothing: ghana dansiki, Accessories: gold shades, Expression: owanbe mood, Strength: from a walthy home, weaknes: disrespectful",5c98c2d8-3144-4e08-8a0f-9b8d7e4f5aa7,dd85c8904fcc0fe37efdfb7a9d2caba2d8669c6492ba71338e36c28525763e7b
359,favour-the-fashionista,favour the fashionista,Combining dresses is not a problem for Favour,female,"Hair: black ghana weaving, Eyes: cat eyes, Teeth: none, Clothing: senegalese blowse, Accessories: gold shades, Expression: party rider, Strength: smart, weaknes: lazy",19fc15c3-80fe-4d45-a2fe-be8f087d57c4,df629120c078b8c429061db6be2500e7624c6a4042490af627e5ca118210737e
360,jane-the-slayqueen,jane the slayqueen,Jane is always found in the midst of men and loves partying,female,"Hair: long grey braids, Eyes: closed, Teeth: black lips, Clothing: black short gown, Accessories: gold shades, Expression: happy, Strength:very intelligent, weaknes: have mood swings easily",74775cda-cff4-4d21-8819-693127598eca,a8e775254297198f60f3a478d97e67b4b39fff4a47f6c56e00d1259363a0e30c
,,,,,,,8251b011ffaf1ba98e09ecb015f4875424cb45b2f98b477f9d3b527c59705a5f
TEAM VBELT,,,,,,,7c0303d8de437b38efb3f2d4ea892880b03f495f42ccbb7bfc09465e7c9a82b3
361,osas-the-ceo,osas the ceo,"Meet Osas, a Gen-Z CEO with the British accent.",Female,Hair: purple dreadlocks.  Eyes: None. Teeth: None. Clothing: danshiki.  Accessory: gold glasses. Expression: none. Strength: none. Weakness: none,b10f7e42-4778-49db-820b-dabbad75504a,0d8459841e0b3b7a27647e743cb00f6192e0096b3e2551982110289c94951d2c
362,nneka-the-rainbow babe,nneka the rainbow babe,"Nneka, the happy rainbow babe with the vibes",Female,Hair: pink.  Eyes: None. Teeth: None. Clothing: blue and black bichrome. Accessory: gold glasses. Expression: none. trength: none. Weakness: none,e7e20ab8-03e0-4e0a-80aa-6e193f84426e,3a674de2517fdfd8e8447887f77dc425b833ac0c6bd0881a6f6083fc0ed84d50
363,temitope-the-spoilt girl,temitope the spoilt girl,"Temitope, our favourite Daddy's girl.",Female,Hair: none. Eyes: none. Teeth: vampire teeth. Clothing: right one-shoulder wax print. Accessory: gold glasses. Expression: none. Strength: none. Weakness: none,10cbcbcb-754e-4175-b85d-d0c7eafa16a2,5943cff96912ee1db5a5ea2ac3ec35724a3b81199fcc6d5bd5ca3ff9525440d5
364,bekeh-the-party animal,bekeh the party animal,"Baby Bekeh, Life of the party that goes home with your charger.",Female,Hair: dark brown.  Eyes: None. Teeth: None. Clothing: left one-shoulder wax print. Accessory: gold glasses. Expression: none. Strength: none. Weakness: none,f0558235-3043-46e5-b26c-5bde83cc67fb,cdeab9ac203aa0af0e7ca37f6429110b64b591e51798b6a50620b7b5915c286a
365,nana-the-tech lady,nana the tech lady,"Nana, the tech madam that doubles as Kumasi Adele in her bathroom every morning.",Female,"Hair: black. Eyes: None. Teeth: None. Clothing: print kente.  Accessory: gold glasses, beret. Expression: none. Strength: none/ Weakness: none",e0858913-7050-4c4a-a2a0-442a88463334,38d1b1830bab715254eefd6c22c666ac574fe4e2ff405833e52b654927b6841e
366,rofiat-the-marketer,rofiat the marketer,"Rofiat, the distressed marketing intern.",Female,"Hair: Purple dreadlocks. Eyes: Brown, Teeth: none. Clothing: danshiki, Accessories: none. expression: none, strength: none, weakness: none",1e4d9bda-f6f9-4e7a-9381-bee4b074b56d,3266842a12f3b14ff5fdbecc4da4b5517ba5b69c3e5334f83618e2f1fab78dfa
367,zarifa-the-righteous,zarifa the righteous,"Meet Zarifa, a proper baddie for Christ.",Female,Hair: Pink. Eyes: Blue. Teeth: none. Clothing: v-neck original kente. Accessories: none.  Expression: none. Strength: none. Weakness: none,c6955d16-c343-46bc-9bed-c069ea8cc65a,c41d1bd8be73ceb70182e6e75c51f0e43cc9f1aace6a9cfe3e111621a2f22703
368,modinat-the-troublesome,modinat the troublesome,"Modinat, The queen of Gbas Gbos.",Female,Hair: long maroon hair. Eye: none. Teeth: vampire teeth. Clothing: right one-shoulder wax print.  Accessory: brown glasses. Expression: none. Strength: none. Weakness: none,49eb44e8-1117-463b-b7b3-1bcea4258362,3ad3d5d64dd96875727db37f5633f997742881ca8296505bb2d5d8f2425fbffe
369,amaka-our-mummy-g.o,amaka our mummy g.o,"Here's Amaka, our one and only mummy G.O who's been to hell and back.",Female,Hair: dark brown. Eyes: blue. Teeth: none. Clothing: blue v-neck wax print. Accessories: none. Expression: none. Strength: none. Weakness: none,853edc40-0f9d-40c5-ba78-46067dfd7f68,872af35fa5524301bb2b709d9ea9ab4bb0e04e4402f0c6ec165164865d656c51
370,mawusi-the-patient,mawusi the patient,"Meet Mawusi, the sweet sister waiting for her Canadian bobo.",Female,Hair: Black. Eyes: Blue. Teeth: none. Clothing: print kente.  Accessory: beret. Expression: none. Strength: none. Weakness: none,ca9ddc30-141a-493d-851b-71d34f599641,840f05dd5636b78217083732878f704826920610238de550a28a5c972cf124d3
371,nesta-the-difficult,nesta the difficult,"Meet Nesta,the National Chairlady, Shege Administrators of Nigeria. (SAN)",Female,"Hair: double puffy hair, Eyes: brown. Teeth: none. Clothing: bow neck wax print. Accessory: hair bands. Expression: none. Strength: none. Weakness: none",fc3b7ca7-efdb-45b2-b7c9-e69107484a43,4d392c6ffadb81fad5ee71f6c006a99aa879833f70e85f016b0d5d0b59d12c78
372,adaora-the-choir mistress,adaora the choir mistress,"Adaora, our able choir mistress that will take your boyfriend for vanishing.",Female, Hair: black. Eyes: brown.Teeth: none. Clothing: none. Accessory: choker necklace. Expression: none. Strength: none. Weakness: none,df944505-da1a-424e-88aa-b9d365bd2775,b6bcee6fe87474974bc9ebbc99ecf604d144bed631adb4728fdd40c16c82c024
373,busayo-the-husband snatcher,busayo the husband snatcher,"Miss Busayo, Can transplant your husband with the blink of her eyes",Female,Hair: brown. Eyes: brown. Teeth: none. Clothing: none. Accessories: none. Expression: none. Strength: none. Weakness: none,73c8d935-4a71-41d2-a1de-066ae8d548e6,4580ae6d90d719d5394912717f9d3d1459d70958653ecf2e7e3dd6aa9af6eea6
374,wangari-the-waitress,wangari the waitress,"Wangari, the aspiring musician that doubles as a waitress.",Female,Hair: purple dreadlocks. Eyes: brown eyes. Teeth: none. Clothing: none. Accessory: Purple earrings. Expression: none. Strength: none. Weakness: none,4bd7a15b-cc66-4e2d-8fdb-d550f2dd645c,81f4daa58c2665198740816c564762eb6ff6d1e7424c09abd49b69056b9da096
375,charlene-the-shy lady,charlene the shy lady,"Meet Charlene, the shy sweetheart next door.",Female,Hair: brown afro. Eyes: brown. Teeth: none. Clothing: black dress. Accessories: none. Expression: none. Strength: none.Weakness: none,36539b84-ada0-43cb-92d4-30596e07a39a,07e24b4f22817047c6b9331e7516a99facba534e2483daf0adb5aed0751f218a
376,addae-the-unretired,addae the unretired,"Mummy Addae, the hot grandma that has refused to retire.",Female,Hair: brown. Eyes: brown. Teeth: none. Clothing: danshiki. Accessory: choker necklace. Expression: none. Strength: none. Weakness: none,ced7b53c-73de-4fc7-a652-2b17ebfe68c9,c180ca512490216d596e4e7474c3073c3bedad154d7d91d1a27000e10cd4d7f0
377,abena-the-slay queen,abena the slay queen,"Abena, the gang's slay queen",Female,Hair: long brown braids. Eyes: squinting. Teeth: none. Clothing: v-neck original kente. Accessories: none. Expression: none. Strength: none. Weakness: none,1e4728e1-3e45-4972-9755-4a38e784ff91,4d939e0507dc139b17e106b50ee5396b7a9d17d66f466fd745e9cfc19641e094
378,gasira-the-violence mama,gasira the violence mama,"Sister Gasira, wipes people Oraimo cord for a living.",Female,"Hair: brown bun. Eyes: none. Teeth: vampire teeth, Clothing: right one-shoulder wax print. Accessories: None. Expression: none. Strength: none. Weakness: none",ea72337f-658f-4198-9ad6-39bc6212c20d,f37371575bc5686c93784f83ac91022d8c0c7df1039a290541369cf53c2d58d5
379,salamatou-the-exchange student,salamatou the exchange student,"Salamatou, An Ivorian exchange student who's in love with Amala.",Female,"Hair: Black, Eyes: Squinted. Teeth: none. Cothing: none.  Accessory: beret. Expression: none. Strength: none. Weakness: none",0e216fd1-d96a-4e3c-a59b-c807f772c5b3,34c90d889f7766f6a4ce8d2b123155c3df5e56c362f55028617aa30086e09faf
380,nguyen-the-foreigner,nguyen the foreigner,"Meet Nguyen, the Asian Aunt that's addicted to Waakaye.",Female,"Hair: dark brown. Eyes: Squinted, Teeth: none. Clothing: print kente. Accessories: none. Expression: none. Strength: none. Weakness: none",0381301b-b5a3-42c1-9f73-2c43c0b8493f,0ce17de0a5b94a71605f432ba637b0d885666abae730a5a408d585d6ece9e034
,,,,,,,56647eb61f51802dbfdddf738bc6be12ce9343c19dec62f88b2936b0fee5a826
TEAM AXE,,,,,,,54ff66774061239caee89295acb94559d3c467b2e44ed2cd984a2f3468c6e363
